,district,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor
389,Gò Vấp,4.0,55.0,2.0,2.0,TRUE,,,True,,,True,2.0
390,Quận 4,4.5,34.0,3.0,,TRUE,,,True,,,True,4.0
391,,17.2,450.0,9.0,,TRUE,,,,,,,2.0
392,,13.5,96.0,4.0,5.0,TRUE,,,True,,,,3.0
393,Q2,17.0,80.0,,,TRUE,,,True,,,,4.0
394,Q2,17.0,80.0,,,TRUE,,,True,,,,4.0
395,,9.8,80.0,6.0,5.0,TRUE,True,,,,,,3.0
396,Quận 4,3.3,62.0,2.0,2.0,,,True,,,,True,2.0
397,Q2,7.5,45.0,,,,,,,,,True,2.0
398,Q Gò Vấp,6.99,,4.0,5.0,TRUE,,True,,,,,3.0
399,,9.8,76.0,,,TRUE,,,,,,,
400,Tân Phú,,72.0,3.0,2.0,TRUE,,,,,,,1.0
401,Gò Vấp,9.0,73.0,5.0,6.0,TRUE,,,,,,,4.0
402,Q2,16.0,80.0,,,TRUE,,,,,,True,
403,Bình Thạnh,4.0,60.0,3.0,3.0,TRUE,True,,True,True,,,2.0
404,TP.Thủ Đức,3.3,56.0,2.0,2.0,,,,,,,True,2.0
405,Quận 1,6126000.0,,,,,,,,,,,
406,Q7,7850000000.0,60.0,,,TRUE,True,True,True,,,True,
407,Quận 4,3.3,42.0,3.0,1.0,,,,,,,,2.0
408,,,,,,,,,,,,,
409,,,,,,,,,,,,,
410,Q PN,11.0,61.9,3.0,4.0,,,,,,,,3.0
411,,3.0,30.0,2.0,2.0,TRUE,,,,,,,2.0
412,Quận 8,13.0,80.0,5.0,5.0,TRUE,True,,,True,,,3.0
413,Quận 8,10.5,100.0,11.0,13.0,TRUE,True,True,True,,,,4.0
414,Quận 6,1062000000.0,36.0,2.0,,FALSE,,,,,,,3.0
415,Tân Bình,5.0,77.0,3.0,4.0,TRUE,,,,,,,2.0
416,Tân Bình,5.0,77.0,3.0,4.0,TRUE,,,,,,,2.0
417,Quận Bình Tân,2.0,60.0,,,TRUE,,True,,,,,2.0
418,Q2,9.9,63.0,,,TRUE,,,,,,True,5.0
419,Q2,30.0,110.0,,,TRUE,,,,,True,True,
420,Thủ Đức,15.5,210.0,4.0,5.0,TRUE,,,,,,True,3.0
421,,,,,,,,,,,,,
422,,21.0,117.0,,,TRUE,True,,,,,,
423,Gò Vấp,8.79,81.0,5.0,5.0,TRUE,True,True,True,,,,4.0
424,Quận Tân Bình,90.0,55.0,,,TRUE,,True,,,,,
425,Gò Vấp,5.1,42.0,6.0,4.0,,,,True,,True,True,5.0
426,Quận 4,5900000000.0,5.0,3.0,5.0,TRUE,,True,,,,,4.0
427,Quận 4,7.0,31.5,4.0,3.0,TRUE,,True,True,,,,5.0
428,Q12,6.0,80.0,5.0,6.0,TRUE,,,,,True,,4.0
429,Q6,4.9,65.0,2.0,2.0,,,,True,,,True,2.0
430,Phú Thọ Hoà,4.0,52.0,2.0,,,,True,,,,True,2.0
431,Quận Bình Tân,2.0,60.0,,,TRUE,,True,,,,,2.0
432,Gò Vấp,6.99,110.0,4.0,4.0,TRUE,,,,,,,2.0
433,Tân Phú,,68.4,5.0,6.0,TRUE,,,True,,,,3.0
434,Phú Nhuan,4.0,60.0,4.0,4.0,TRUE,True,,True,,,,4.0
435,,,,,,,,,,,,,
436,Q2,9.5,50.0,6.0,,,,,,True,,True,4.0
437,P. Hiệp Bình Phước,23.0,100.0,,,,,,,,,,5.0
438,Quận 7,3.5,56.0,2.0,1.0,,,True,True,,,True,1.0
439,Tân Phú,65.0,52.0,3.0,,TRUE,True,,True,,,True,
440,Q7,1.5,12.4,,,TRUE,,True,True,,,True,1.0
441,Quận 8,3.58,32.0,3.0,3.0,,,,,,,,2.0
442,Quận Phú Nhuận,16.0,72.0,,,TRUE,,,,,,True,5.0
443,Quận 1,13.5,44.0,,,TRUE,,,,,,True,5.0
444,Quận 7,10.0,80.0,4.0,5.0,TRUE,,True,,,True,,4.0
445,Bình Thạnh,4.9,50.0,2.0,,TRUE,,,,,,True,2.0
446,Bình Thạnh,4.9,50.0,2.0,,TRUE,,,,,,True,2.0
447,,46.0,200.0,,,TRUE,,,,,,,
448,BÌNH THẠNH,4.0,45.0,2.0,2.0,TRUE,,,True,True,,,2.0
449,Thủ Đức,2.1,40.0,,,,,,,,,,
450,,,,,,,,,,,,,
451,,,,,,,,,,,,,
452,,,,,,,,,,,,,
453,,7020000.0,,,,,,,,,,,
454,Gò Vấp,,,4.0,5.0,,,,True,,,,4.0
455,Q2,7.5,47.25,,,,,,,,,,
456,TP THỦ ĐỨC,26.5,145.0,,,TRUE,True,True,True,,,True,5.0
457,Quận Gò Vấp,2990000000.0,,2.0,2.0,TRUE,,True,,,,True,2.0
458,quận Gò Vấp,2990000000.0,,2.0,2.0,TRUE,,True,,,,True,2.0
459,Gò Vấp,5.0,,3.0,,,True,,,,,,5.0
460,Bình Tân,6.0,68.0,5.0,1.0,TRUE,,True,,,,,5.0
461,Gò Vấp,6600000000.0,42.0,4.0,5.0,,,,,,,,4.0
462,,,,,,,,,,,,,
463,Bình Tân,4.0,75.0,2.0,2.0,TRUE,,,True,,,True,2.0
464,Bình Thạnh,4.0,60.0,3.0,3.0,TRUE,True,,,,,,3.0
465,,4.0,,3.0,3.0,TRUE,,,,,,,3.0
466,Q10,3.59,60.0,2.0,,TRUE,,,,,True,True,2.0
467,,9.9,125.0,,,TRUE,,True,True,,,,
468,,10.5,80.0,3.0,3.0,TRUE,,,True,,True,,4.0
469,Bình Tân,3.8,56.0,,,,,True,True,,,True,3.0
470,,,,,,,,,,,,,
471,,3.0,44.0,3.0,2.0,,,,,,,,3.0
472,Quận 10,3400000.0,,,,,,,,,,,
473,BÌNH THẠNH,7.0,55.0,5.0,5.0,TRUE,True,,True,True,,,5.0
474,Bình Thạnh,7.0,55.0,5.0,5.0,TRUE,True,,True,True,,,5.0
475,Q1,,,,,TRUE,,,,,,,4.0
476,Q1,,,,,TRUE,,,,,True,True,4.0
477,Quận 8,2.98,40.0,2.0,2.0,TRUE,,,,,,,1.0
478,Gò Vấp,3.2,30.0,3.0,3.0,,,,,,,,3.0
479,Quận 8,8.4,89.6,2.0,,TRUE,,,,,,,
480,Quận 3,30.8,132.0,,,TRUE,,,,,,,7.0
481,Quận 3,8.5,51.0,3.0,4.0,TRUE,,,,,,,5.0
482,Tân Phú,5.0,48.0,3.0,3.0,TRUE,,,,,,,3.0
483,Gò Vấp,,45.0,3.0,3.0,TRUE,True,True,True,,,True,3.0
484,Gò Vấp,17.7,260.0,3.0,,,,,,,,,
485,Quận 1,21.5,64.0,,,TRUE,,,,,,,
486,Quận 1,21.5,64.0,,,TRUE,,,,,,,
487,Tp Thủ Đức,30.0,200.0,4.0,5.0,TRUE,,,,,,True,2.0
488,Quận 4,15.0,73.2,4.0,3.0,TRUE,,,,,,,2.0
489,Quận 11,7.9,54.25,2.0,2.0,TRUE,,True,,,,,2.0
490,Q11,5.6,38.5,3.0,2.0,TRUE,,True,True,,,,
491,Thủ Đức,5.8,60.6,3.0,3.0,,,,,,,,3.0
492,Thủ Đức,5.8,60.6,3.0,3.0,,,,,,,True,3.0
493,Tân Bình,5000000000.0,40.0,3.0,3.0,TRUE,True,True,,,,True,3.0
494,Quận Tân Bình,49.0,224.0,,,TRUE,,,,,,,10.0
495,Bình Thạnh,5.1,52.0,3.0,,,,,,,,,
496,Bình Tân,5.38,75.0,4.0,,TRUE,,True,,,,,4.0
497,Quận 8,3.55,35.0,,,TRUE,,,,,,True,2.0
498,,850.0,60.0,3.0,2.0,,,,,,,,2.0
499,Quận Tân Bình,,,2.0,1.0,,True,True,True,,,,2.0
500,Quận 10,7.4,45.0,3.0,4.0,,,,,,,,5.0
501,TP. Thủ Đức,11.5,210.0,4.0,3.0,TRUE,,True,True,,True,True,2.0
502,Tân Phú,12.0,60.0,4.0,5.0,,,,,,,,4.0
503,Tân Phú,12.0,60.0,4.0,5.0,TRUE,,,,,,,4.0
504,Q2,9.8,60.0,,,TRUE,,,,,,True,
505,Bình Thạnh,6.6,94.0,,,TRUE,,,,,,True,
506,,7.0,70.0,,,TRUE,,,,,,True,
507,Quận 2,17.5,147.0,,,TRUE,,,,,,True,3.0
508,Q.11,6.3,57.6,2.0,1.0,TRUE,,,,,,,
509,Q.10,6.3,62.0,2.0,2.0,TRUE,,,,,,,2.0
510,Quận 1,8.0,38.0,4.0,5.0,TRUE,,,,,,,3.0
511,,6.3,,2.0,2.0,TRUE,,,,,,,2.0
512,Bình Tân,4.85,63.0,4.0,3.0,,,,,,,True,3.0
513,Quận 10,150.0,58.0,,,,True,True,True,,,,3.0
514,Quận 1,9.0,,3.0,4.0,,,,,,,,4.0
515,Thủ Đức,4.5,98.0,3.0,,,True,True,True,,,True,2.0
516,Tân Phú,3.35,38.0,2.0,,TRUE,,,,,,,2.0
517,Gò Vấp,8.5,90.0,5.0,6.0,TRUE,,,,,,,4.0
518,Tân Phú,3.35,40.0,2.0,,TRUE,,,,,,True,2.0
519,Tân Bình,5.0,46.0,3.0,2.0,TRUE,,,,,,True,3.0
520,Quận Tân Bình,5.2,46.0,3.0,3.0,,,,,,,True,4.0
521,Phú,31.0,210.0,,,TRUE,True,True,True,True,True,True,4.0
522,Q2,8.9,60.0,,,TRUE,,,True,,,True,
523,Gò Vấp,6.5,54.0,3.0,4.0,TRUE,,,True,,,,3.0
524,CMT8,4.3,50.0,3.0,3.0,TRUE,,,,,,,4.0
525,Quận 11,16.0,80.0,,,TRUE,,,,,,True,3.0
526,,4.5,50.0,2.0,2.0,,,,,,,,2.0
527,,4.5,50.0,2.0,2.0,,,,,,,,2.0
528,Bình Tân,5.5,52.0,4.0,3.0,TRUE,,,True,,,,3.0
529,Tân Bình,8.7,92.0,4.0,3.0,TRUE,,,,,,False,3.0
530,Gò Vấp,7.5,90.0,,,TRUE,,,,,,True,3.0
531,Quận Bình Tân,7.3,72.0,,,TRUE,,True,True,,,,2.0
532,,5.2,107.0,3.0,,TRUE,,True,,True,True,True,2.0
533,,2.0,72.0,3.0,,TRUE,,,,,,,2.0
534,Quận Bình Tân,6.7,80.0,,,TRUE,,True,True,,,,2.0
535,,,,,,,,,,,,,
536,Gò Vấp,7.3,4.0,4.0,5.0,TRUE,,,,True,True,,2.0
537,,3.0,37.0,2.0,2.0,TRUE,,True,,,,,2.0
538,Gò Vấp,11.9,101.0,9.0,,,True,True,True,,,,5.0
539,Linh Chiểu,12.0,86.0,5.0,6.0,TRUE,,True,,True,,True,4.0
540,Tân Phú,4.5,56.0,3.0,1.0,TRUE,True,True,True,,True,True,3.0
541,Quận 11,8.0,81.0,7.0,,,,,,,,,3.0
542,Tân Bình,4.0,,,,TRUE,,,,,,True,
543,Q11,2.0,20.0,,,,,True,True,,,,2.0
544,Tp Thủ Đức,19.0,226.0,24.0,3.0,TRUE,,True,,,,True,3.0
545,GÒ VẤP,8790000000.0,81.3,,,,,True,,,,,4.0
546,GÒ VẤP,8790000000.0,81.3,,,TRUE,,True,,,,,4.0
547,Tân Phú,13.5,72.0,6.0,6.0,TRUE,,,,,,True,5.0
548,BÌNH THẠNH,4.0,45.0,2.0,2.0,TRUE,,,True,True,,,2.0
549,Tân Phú,9.6,50.0,,,TRUE,,,,,,,1.0
550,,13.5,72.0,6.0,6.0,TRUE,,,,,,True,5.0
551,Tân Phú,9.6,50.0,,,TRUE,,,,,,,2.0
552,,2.69,100.0,2.0,,TRUE,,,,,,,
553,,,,,,,,,,,,,
554,Bình Tân,8.2,80.0,2.0,2.0,TRUE,,,True,,,,2.0
555,Bình Tân,8.2,80.0,2.0,2.0,TRUE,,,True,,,,2.0
556,Gò Vấp,6.5,68.0,4.0,,,,,,True,,,3.0
557,,,,,,,,,,,,,
558,Tân Phú,4.1,,2.0,,,,,True,,,,
559,Bình Thạnh,6.2,4.16,6.0,6.0,TRUE,True,,,,,,
560,Bình Thạnh,6.2,4.0,6.0,6.0,,True,,,,,,6.0
561,,3700000000.0,80.0,,,,,True,True,True,True,,2.0
562,Tân Bình,2.9,35.0,,,,,,,,,,2.0
563,,3.69,45.0,,,,,,,,,,
564,Tân Bình,4.0,52.0,3.0,,TRUE,,,,,,,
565,HXT,6.1,63.0,,,,True,True,True,,,,2.0
566,Tp. Thủ Đức,3.5,100.0,3.0,,,,True,,,,True,2.0
567,Tân Bình,,,3.0,,TRUE,,True,True,,,True,2.0
568,Q.2,6.38,59.0,3.0,3.0,,,,True,,,,3.0
569,Tân Phú,11.0,80.0,6.0,,TRUE,,,,,,True,5.0
570,Bình Thạnh,5.0,50.0,2.0,2.0,TRUE,,,True,True,,,2.0
571,Q2,23.5,125.0,,,,,,,,,,5.0
572,,,5.0,4.0,,TRUE,,True,,,,,3.0
573,,16.5,140.0,6.0,6.0,TRUE,True,,True,,,,4.0
574,Q.11,34.0,350.0,,,,,,,,,,
575,,1.4,21.0,2.0,1.0,,,,True,,,,2.0
576,,,,,,,,,,,,,
577,Q.Tân Phú,7.8,64.0,2.0,3.0,TRUE,,True,True,,,,2.0
578,Tân Phú,5000000000.0,51.0,4.0,3.0,TRUE,,,,,,True,2.0
579,Tân Bình,5.0,50.0,,,,,True,True,,,,
580,Quận 10,5.0,45.0,,,,,,,,,,
581,Thủ Đức,60.0,570.0,,,TRUE,,,,,,True,
582,Quận 1,3.0,,3.0,3.0,TRUE,,,True,,,,4.0
583,Q.9,4.99,200.0,4.0,3.0,,,True,,True,,,4.0
584,Tp Thủ Đức,33.0,246.0,6.0,6.0,,,,True,,,True,3.0
585,Tân Bình,8.0,,4.0,5.0,TRUE,,,,,,,4.0
586,Tân Bình,7.0,,4.0,6.0,TRUE,,True,,,,,4.0
587,,3000000.0,,,,,,,,,,,
588,Tp. Thủ Đức,4.4,84.0,2.0,1.0,TRUE,,True,,True,,,
589,Quận Bình Thạnh,3.7,54.0,1.0,1.0,,,,,,,True,2.0
590,Quận Bình Thạnh,3.7,54.0,1.0,1.0,,,,,,,True,2.0
591,Quận Gò Vấp,29.0,100.0,,,,,,True,,,,4.0
592,Quận 10,4.0,53.0,,,TRUE,,True,,,,True,
593,Thủ Đức,,67.0,2.0,2.0,TRUE,,True,,,True,,2.0
594,Quận Bình Thạnh,5.2,52.0,3.0,3.0,TRUE,,,,,,,2.0
595,Quận Bình Thạnh,5.2,52.0,3.0,3.0,TRUE,,,,,,,2.0
596,,5.8,96.6,,,TRUE,,True,,,,True,3.0
597,Tp. Thủ Đức,,110.0,5.0,,TRUE,,,,,,True,
598,Tân Bình,5.0,70.0,,,,,,,,,,3.0
599,,5.4,78.0,,,,,True,True,True,,True,2.0
600,,5.4,78.0,,,TRUE,,True,True,True,,True,2.0
601,Quận 4,3400000000.0,,3.0,3.0,,,True,True,,,,4.0
602,Quận 7,3550000000.0,84.0,3.0,2.0,TRUE,,,,,True,,3.0
603,,7.0,2000.0,,,,,,,,,True,4.0
604,Tân Bình,3.0,,,,TRUE,,True,,,,,3.0
605,Quận 4,3.4,,3.0,3.0,,,True,True,,,,4.0
606,BÌNH THẠNH,5.0,50.0,3.0,4.0,TRUE,,,True,True,,,5.0
607,Tân Bình,4.0,63.0,,,TRUE,True,True,True,,,True,
608,,2.2,30.0,2.0,2.0,TRUE,,,,,,True,2.0
609,Tân Bình,6.4,40.0,,,,,,,,,,5.0
610,Tân Bình,6.4,40.0,,,,,,,,,,5.0
611,Gò Vấp,6.5,63.0,,,TRUE,True,True,,,,,2.0
612,Tân Phú,2.0,80.0,5.0,6.0,TRUE,,,,,,,5.0
613,Tân Bình,8.1,44.0,4.0,,,,,,,,,4.0
614,PHÚ NHUẬN,6.0,45.0,4.0,3.0,TRUE,True,,,,True,,3.0
615,Tân Phú,11.5,109.2,7.0,4.0,4.2,,True,,,,,3.0
616,Tân Bình,8100000000.0,44.0,4.0,,TRUE,,,,,,,4.0
617,Tân Bình,3.0,43.0,,,,,True,,,,True,
618,Huyện,13.5,214.0,2.0,2.0,TRUE,,,,,,True,
619,TP. Thủ Đưc,9.5,102.0,4.0,4.0,TRUE,,,True,True,,True,3.0
620,Tân Phú,6.0,84.0,,,TRUE,,,,,,,3.0
621,Quận 11,5.0,,,,,,True,,,,True,4.0
622,TP. Thủ Đức,15.0,160.0,,,TRUE,,,True,,,,
623,Quận 10,3.0,36.0,,,TRUE,,,,,,,3.0
624,,4.9,,,,TRUE,,,True,,,,2.0
625, Quận 10,3.0,60.0,6.0,,,,,,,,,
626,Q12,2.5,52.0,2.0,1.0,,,,,,,True,
627,Gò Vấp,11.5,80.0,3.0,,,True,True,,,,,4.0
628,Gò Vấp,1.0,34.0,,,,,,,,,True,2.0
629,Quận 10,5.0,40.0,,,TRUE,,True,,True,True,True,3.0
630,Thủ Đức,16.5,98.0,9.0,4.0,TRUE,,True,,True,True,True,4.0
631,Thủ Đức,,87.0,4.0,3.0,TRUE,,,,,True,,3.0
632,Phú Nhuận,3.1,151.6,5.0,4.0,TRUE,,True,,,,True,4.0
633,,,90.0,4.0,,TRUE,,,,,,,3.0
634,,4500000000.0,59.0,2.0,1.0,TRUE,,True,True,True,,True,1.0
635,Thủ Đức,15.0,115.0,,,TRUE,,,,,,True,5.0
636,,5.99,100.0,5.0,,TRUE,,,,,True,True,2.0
637,Tân Bình,3.0,50.0,,,,,True,True,,,True,
638,Gò Vấp,9.5,96.0,,,,True,True,,,,,4.0
639,Tân Bình,3.0,32.0,3.0,,,,,,,,True,3.0
640,,7.19,72.2,3.0,3.0,,,True,,,,,3.0
641,TĐ,3.6,45.0,2.0,2.0,,,,,,,,
642,TĐ,3.6,45.0,2.0,2.0,,,,,,,,2.0
643,,2.2,125.0,6.0,,,,True,True,True,,True,
644,Tân Bình,17.5,100.0,5.0,6.0,TRUE,,,,,,,5.0
645,Tân Bình,8.7,92.0,4.0,3.0,TRUE,,,,,,True,3.0
646,Quận 2,3.91,,,,,,,,,,,
647,Phú Nhuards Quận,6.0,45.0,8.0,8.0,TRUE,True,,,,,,5.0
648,TP.Θ EFFECT,6.0,70.0,1.0,,TRUE,,True,,,,True,2.0
649,Tân Bình,17.5,100.0,5.0,6.0,TRUE,,,,,,,5.0
650,Tân Bình,6.0,45.0,7.0,4.0,TRUE,True,True,True,,,True,5.0
651,Tân Phú,5.6,52.0,5.0,4.0,TRUE,,,,,,,3.0
652,Tân Phú,5.0,74.0,3.0,1.0,TRUE,,,,,,,3.0
653,Tân Phú,5.0,72.0,4.0,1.0,TRUE,True,True,,,,,4.0
654,,5.8,,,,TRUE,,,,,,,2.0
655,Quận 9,15.0,99.0,4.0,3.0,TRUE,True,True,True,,,True,3.0
656,Quận 9,15.0,99.0,4.0,3.0,TRUE,True,True,True,,,True,3.0
657,,4.75,85.0,2.0,,TRUE,,True,True,True,True,True,2.0
658,,3.5,123.0,2.0,2.0,TRUE,,,,,,True,2.0
659,,5.0,112.0,2.0,2.0,TRUE,,,,,,,
660,,5000000000.0,112.0,2.0,2.0,TRUE,,,,,,,
661,,5.8,96.6,,,TRUE,,True,True,,,,3.0
662,,5.8,96.6,,,TRUE,,True,True,,,,3.0
663,Q8,3.1,37.0,4.0,3.0,TRUE,,,,,,True,2.0
664,,5.2,,3.0,,,,,,,,,4.0
665,Quận 10,8.0,5.5,4.0,1.0,,,,,,,,3.0
666,Quận 5,5.45,24.0,3.0,3.0,TRUE,True,,,,,,2.0
667,Quận 8,11.5,263.2,9.0,9.0,TRUE,,,,,,,4.0
668,Thủ Đức,6.0,80.0,,,TRUE,,,,,,True,
669,Thủ Đức,6.0,80.0,,,TRUE,,,,,,True,
670,Tân Bình,3.0,,3.0,,,,True,,,,True,3.0
671,Tân Phú,5.0,64.0,4.0,1.0,TRUE,,,,,,,4.0
672,Tân Bình,3.0,44.0,3.0,,,,True,True,True,,True,
673,QT,7.5,81.0,4.0,,,True,True,True,,True,,4.0
674,Tân Phú,50000000.0,84.0,4.0,1.0,TRUE,True,True,True,False,False,False,3.0
675,Tp Thủ Đức,5.65,191.0,4.0,,,,,,True,,True,
676,Tân Phú,14.5,83.0,7.0,,TRUE,,,,,,,4.0
677,,,120.0,4.0,3.0,TRUE,,,,,True,,3.0
678,Q.2,6.8,96.0,5.0,,TRUE,True,,True,,,,3.0
679,Tân Bình,3900000000.0,85.4,4.0,3.0,,,,,,,True,3.0
680,Thủ Đức,7.5,75.0,4.0,5.0,TRUE,True,True,True,,True,,5.0
681,Quận 11,10.0,96.0,4.0,3.0,,True,True,,,,,4.0
682,Gò Vấp,10.0,96.0,4.0,3.0,TRUE,True,True,,,,,3.0
683,Tân Bình,9.1,40.0,3.0,,,,True,,,,,5.0
684,Phú Nhuận,7.0,40.0,3.0,4.0,,True,,True,,,,5.0
685,Quận Tân Bình,5.25,33.0,3.0,4.0,TRUE,,,,,,True,4.0
686,,14.5,83.0,7.0,,TRUE,,,,,,,4.0
687,,9.1,40.0,3.0,,,,,,,,,5.0
688,Tân Phú,8.5,68.0,4.0,2.0,TRUE,,,,,,,2.0
689,Q.BÌNH TÂN,4.15,50.0,2.0,2.0,,,,,,,True,2.0
690,Tân Bình,5.0,60.0,,,TRUE,,True,True,,True,True,
691,Tân Phú,50000000.0,88.0,3.0,1.0,TRUE,True,True,True,,,,4.0
692,,7.0,178.0,4.0,,,,,,,,,2.0
693,Tân Bình,11.0,71.0,,,,,,,,,,5.0
694,Huyện,14.8,102.5,4.0,,TRUE,,,,,,True,4.0
695,Quận 11,5.0,60.0,,,,,True,True,,True,True,
696,Q5,14.5,,,,TRUE,,True,,,,True,
697,Quận 3,4.0,32.0,,,TRUE,,,,,,True,2.0
698,Quận 8,2.8,24.0,,,TRUE,True,True,,,,,3.0
699,Quận 12,2.88,56.0,7.0,,,True,,,,,True,3.0
700,Bình Thạnh,5.0,60.0,3.0,4.0,TRUE,,,,True,,,5.0
701,Tân Phú,4.0,48.0,2.0,2.0,TRUE,,,True,,,,2.0
702,Q.2,6.9,60.0,3.0,4.0,TRUE,,True,,,True,,3.0
703,Phú Nhuận,5.5,38.0,5.0,4.0,,,,,,,,4.0
704,Phú Nhuận,6.9,50.0,3.0,4.0,,,,,,,,2.0
705,,4.2,,4.0,,TRUE,,True,,,True,,3.0
706,Quận 9,4650000000.0,56.0,,,,,,,,,True,4.0
707,Thủ Đức,3.8,63.7,3.0,2.0,TRUE,False,False,False,False,True,True,2.0
708,Bình Thạnh,9.5,48.0,,,,,,,,,True,3.0
709,Tân Phú,5.0,50.0,3.0,2.0,TRUE,,,,,,,2.0
710,Thủ Đức,14.0,184.0,,,TRUE,,True,,,True,True,4.0
711,Gò Vấp,4.15,35.0,3.0,3.0,,,,,,,,3.0
712,Q2,19.0,168.0,,,TRUE,,,,,,True,5.0
713,Quận Gò Vấp,6.0,46.0,3.0,3.0,TRUE,,,,,,,4.0
714,,5.7,60.0,4.0,,TRUE,True,True,True,,,True,4.0
715,Gò Vấp,3.8,62.0,4.0,,,,True,,,,True,3.0
716,,14.3,133.0,,,TRUE,,,,,,,4.0
717,,9.7,80.0,5.0,4.0,TRUE,,,,,True,,3.0
718,Bình Thạnh,,,4.0,5.0,,,,,True,,,3.0
719,Quận 9,3.45,55.0,,,,True,True,,True,,True,4.0
720,Quận Tân Bình,3000000.0,,,,,,,,,,,
721,,3.95,,3.0,,,True,,,True,,,2.0
722,Gò Vấp,8.5,4.5,4.0,4.0,TRUE,,,,True,,,3.0
723,Bình Thạnh,,48.0,,,,,,,,,,
724,Tân Bình,17.0,120.0,4.0,4.0,TRUE,,,,,True,,2.0
725,Quận Bình Tân,5.7,56.0,4.0,5.0,TRUE,,True,True,,,,3.0
726,Tân Bình,5.75,49.0,,,,,True,True,,,,2.0
727,Tân Bình,5.6,51.0,2.0,2.0,,,,,,,,2.0
728,Gò Vấp,7.4,67.0,5.0,6.0,,,,,,,,5.0
729,Quận Bình Tân,1800000.0,800.0,,,,,,,,,,
730,Quận Bình Tân,1800000.0,800.0,,,,,,,,,,
731,Thủ Đức,6.0,64.0,3.0,2.0,TRUE,,,,,,True,2.0
732,Bình Tân,4.55,57.0,3.0,,,,,,,,True,2.0
733,Quận 7,9.3,51.55,3.0,4.0,TRUE,,,,,,,3.0
734,Gò Vấp,8.8,55.0,,,TRUE,,True,,,,,5.0
735,Quận Bình Thạnh,4.0,50.0,,,TRUE,True,True,True,True,,,
736,TÂN BÌNH,7.5,90.0,3.0,2.0,TRUE,,,,,,True,3.0
737,Tân Bình,5.75,48.0,,,TRUE,,,,,,True,2.0
738,,10.8,62.0,6.0,2.0,TRUE,False,False,False,False,False,False,5.0
739,Quận 2,25.0,126.0,11.0,,,,,,,,,5.0
740,Tân Bình,5.6,51.0,2.0,2.0,,,,,,,,2.0
741,,,,,,,,,,,,,
742,Tân Phú,4.2,64.0,,,,,True,True,,,,3.0
743,Quận 10,,38.0,,,,,,,,,,2.0
744,Phú Nhuận,3.0,,3.0,4.0,TRUE,,,,,,,5.0
745,BÌNH THẠNH,5.0,40.0,3.0,3.0,TRUE,,,,True,,,4.0
746,BÌNH TRỊ ĐÔNG,4.0,68.0,,,,,,,,,,2.0
747,Bình Trị Đông,4.0,68.0,,,TRUE,,,,,,,2.0
748,Quận Bình Thạnh,5.0,150.0,4.0,6.0,,,True,True,,,,4.0
749,Quận 7,7.4,117.0,5.0,3.0,TRUE,,,,,,,3.0
750,Gò Vấp,150.0,171.0,45.0,48.0,TRUE,,,,True,,,6.0
751,Quận Bình Thạnh,18.0,72.0,,,,,,,,,True,3.0
752,Gò Vấp,7790000000.0,68.0,3.0,,,,,,,,,3.0
753,Quận 7,5.2,56.0,3.0,2.0,TRUE,,,True,,True,True,2.0
754,Q7,4950000000.0,118.0,4.0,3.0,,True,True,True,,,,3.0
755,Tân Phú,,65.0,2.0,2.0,,,,True,,,,2.0
756,Tân Phú,5000000000.0,96.0,3.0,,TRUE,True,True,,,,,3.0
757,Quận 12,5.3,110.0,3.0,,TRUE,,True,,,,,2.0
758,Tp. Thủ Đức,,90.0,3.0,4.0,TRUE,,True,True,True,,,3.0
759,Gò Vấp,7.0,100.0,,,,,True,True,,,,
760,Gò Vấp,7.0,100.0,,,,,True,True,,,,
761,,3.95,65.0,,,,,True,True,,,,3.0
762,,,,,,,,,,,,,
763,,,,,,,,,,,,,
764,Phú Nhuận,4.8,27.0,2.0,3.0,TRUE,False,False,False,False,False,False,4.0
765,Tân Bình,9.2,47.0,3.0,,TRUE,,,,,,,2.0
766,Thủ Đức,12.5,65.0,5.0,6.0,TRUE,,,,True,,True,5.0
767,BÌNH THẠNH,6.0,50.0,3.0,3.0,,,,,True,,,3.0
768,Tân Bình,7.0,62.0,4.0,4.0,TRUE,,True,True,True,True,True,5.0
769,Tân Bình,7.0,62.0,4.0,4.0,TRUE,,True,True,True,True,,5.0
770,Q2,10.0,54.3,6.0,,,,,,True,,,4.0
771,Q12,4.05,61.0,3.0,2.0,TRUE,,,,,,,2.0
772,Gò Vấp,4.6,3.3,2.0,2.0,TRUE,,,True,True,,,2.0
773,Bình Thạnh,18.5,126.0,,,,,,,,True,,3.0
774,Q12,3.5,59.0,2.0,2.0,TRUE,,,,,,,2.0
775,Quận 2,2850000.0,,,,,,,,,,,
776,Gò Vấp,5.6,43.0,4.0,3.0,,True,True,True,,,,4.0
777,,,,,,,,,,,,,
778,Quận 10,2.0,23.0,2.0,1.0,,,,,,,,2.0
779,Thủ Đức,12.7,76.0,,,TRUE,,True,,True,,True,5.0
780,,6.8,42.55,5.0,,,,,,,,,4.0
781,,8.8,72.0,3.0,4.0,TRUE,,,,,,True,4.0
782,Tân Bình,8.8,72.0,3.0,4.0,TRUE,,,,,,True,4.0
783,Bình Thạnh,5780000000.0,36.0,5.0,6.0,TRUE,True,,,,,,5.0
